"country_code","state_code","name","postcode"
"AU","VIC","Neerim South","3831"
"AU","QLD","Calliope","4680"
"AU","TAS","Romaine Heights","7320"
"AU","NSW","Bullenbong","2655"
"AU","QLD","Urraween","4655"
"AU","SA","Avon","5501"
"AU","NSW","Bigga","2583"
"AU","WA","Mumballup","0"
"AU","NSW","Evans Head","2473"
"AU","NSW","Mungindi","2406"
"AU","VIC","Puckapunyal","3662"
"AU","NSW","Dungog","2420"
"AU","NSW","Hardys Bay","2256"
"AU","VIC","Byaduk","3301"
"AU","QLD","Loamside","4306"
"AU","WA","Dianella","6062"
"AU","VIC","Hesket","3442"
"AU","NSW","Leechs Gully","2372"
"AU","VIC","Orrvale","3631"
"AU","QLD","Dunwich","4183"
"AU","SA","Campbelltown","5074"
"AU","SA","Ethelton","5015"
"AU","NSW","Iluka","2466"
"AU","NSW","Burgooney","2672"
"AU","NSW","Killcare Heights","2257"
"AU","NSW","Tallwood","2798"
"AU","QLD","Kureelpa","4560"
"AU","TAS","Longford","7301"
"AU","NSW","Rathmines","2283"
"AU","TAS","Kindred","7310"
"AU","NSW","Welaregang",""
"AU","NSW","Spit Junction","2088"
"AU","SA","Wasleys","5400"
"AU","VIC","Bull Swamp","3821"
"AU","QLD","Gilberton","4208"
"AU","NSW","Arndell Park","2148"
"AU","NSW","Bendick Murrell","2803"
"AU","WA","Mount Augustus","0"
"AU","NSW","Tennyson","2111"
"AU","NSW","Biala","2581"
"AU","NSW","Quorrobolong","2325"
"AU","QLD","Sumner","4074"
"AU","VIC","Thomastown","3074"
"AU","NSW","Gilmore","2720"
"AU","NSW","Milguy","2399"
"AU","QLD","Inala East","4077"
"AU","VIC","Bayswater","3153"
"AU","NSW","Uki","2484"
"AU","NSW","Wingala","2099"
"AU","VIC","Drumanure","3636"
"AU","QLD","Allenview","4285"
"AU","QLD","Carina Heights","4152"
"AU","QLD","Ma Ma Creek","4347"
"AU","VIC","Murrumbeena","3163"
"AU","NSW","Corowa South","2646"
"AU","WA","Koolan Island","6733"
"AU","NT","Berrimah","0828"
"AU","VIC","Dimboola","3414"
"AU","NSW","Colebee","2761"
"AU","VIC","Glen Forbes","3990"
"AU","VIC","Noble Park","3174"
"AU","QLD","Norville","4670"
"AU","TAS","Berriedale","7011"
"AU","NSW","Cambridge Gardens","2747"
"AU","NSW","Mount Druitt","2770"
"AU","NSW","Stockton","2295"
"AU","VIC","Gnarwarre","3221"
"AU","VIC","Whoorel","3243"
"AU","QLD","Dalbeg","4807"
"AU","SA","Salt Creek","5264"
"AU","VIC","Moondarra","3825"
"AU","SA","Elliston","5670"
"AE","DUB","Jumeirah Beach",""
"AU","WA","Palgarup","6258"
"AU","WA","Pickering Brook","6076"
"AU","QLD","Tallegalla","4340"
"AU","SA","Back Valley","5211"
"AU","TAS","Macquarie Plains","7140"
"AU","TAS","Glenorchy","7010"
"AU","VIC","Glenshee","3469"
"AU","NSW","Iona","2321"
"AU","NSW","Millers Forest","2324"
"AU","NSW","Moore Creek","2340"
"AU","VIC","Grantville","3984"
"AU","QLD","Howard","4659"
"AU","QLD","Landsborough","4550"
"AU","SA","Springfield","5062"
"AU","QLD","Moore Park","4670"
"AU","SA","Stenhouse Bay","5575"
"AU","NT","Ludmilla","0820"
"AU","VIC","Grovedale","3216"
"AU","SA","Birdwood","5234"
"AU","TAS","Glenora","7140"
"AU","NSW","Rose Bay North","2030"
"AU","NT","Anula","0812"
"AU","SA","Qualco","5320"
"AU","VIC","Purnim","3278"
"AU","TAS","Pontville","7030"
"AU","NSW","Gumly Gumly","2652"
"AU","QLD","Telina","4680"
"AU","ACT","Mawson","2281"
"AU","QLD","Wyreema","4352"
"AU","VIC","Yando","3537"
"AU","NSW","Aberdeen","2108"
"US","NJ","Jersey City",""
"AU","SA","Mitcham","5062"
"AU","VIC","Wareek","3465"
"AU","ACT","Deakin","2600"
"AU","VIC","Whitfield","3733"
"AU","SA","Brighton North","5048"
"AU","VIC","Hopetoun Gardens","3185"
"AU","NSW","Mount David","2795"
"AU","NSW","White Rock","2795"
"AU","WA","Woodanilling","6316"
"AU","VIC","Hallam","3803"
"AU","VIC","Winlaton","3585"
"AU","NSW","Homebush West","2140"
"AU","VIC","Irishtown","7330"
"AU","NSW","Mirrabooka","2264"
"AU","VIC","Houston","3128"
"AU","NSW","Kurnell","2231"
"AU","VIC","Kew East","3102"
"AU","NSW","South West Rocks","2431"
"AU","QLD","Ravenshoe","4872"
"AU","WA","Walpole","6398"
"AU","VIC","Wuk Wuk","3875"
"AU","SA","Coulta","5607"
"AU","VIC","Tulkara","3478"
"AU","NSW","Ashley","2400"
"AU","SA","Greenwith","5125"
"AU","VIC","Tarrawarra","3775"
"AU","VIC","Yuroke","3063"
"AU","ACT","Manuka","2603"
"AU","QLD","Urangan","4655"
"AU","NSW","Brownsville","2530"
"AU","QLD","Tangalooma","4025"
"AU","VIC","Guys Forest","3709"
"AU","SA","Lipson","5607"
"AU","WA","Jameson",""
"AU","WA","Beachlands","6530"
"AU","TAS","Telita","7264"
"AU","TAS","Spreyton","7310"
"AU","WA","Kingsley","6026"
"AU","QLD","Cooroy","4563"
"AU","WA","Bridgetown","6258"
"AU","QLD","Mount Kynoch","4350"
"AU","TAS","Karoola","7267"
"AU","TAS","Nierinna","7150"
"AU","QLD","Corfield","4733"
"AU","SA","Craigmore","5114"
"AU","SA","Largs North","5016"
"AU","VIC","Burnley North","3121"
"AU","TAS","Fentonbury","7140"
"AU","NSW","Yatteyattah","2539"
"AU","SA","Medindie","5081"
"AU","NSW","Nundle","2340"
"AU","NSW","Stonehenge","2370"
"AU","NSW","Trundle","2875"
"AU","SA","Buccleuch","5254"
"AU","VIC","Birdwoodton","3505"
"AU","NSW","Tomakin","2537"
"AU","QLD","Norman Park","4170"
"AU","NSW","Ross Hill","2360"
"AU","QLD","Kin Kin","4571"
"AU","QLD","Gununa","4871"
"AU","VIC","Kew North","3101"
"AU","SA","Kingswood","5062"
"AU","NSW","Invergowrie","2350"
"AU","TAS","Burnie South","7320"
"AU","TAS","Hollow Tree","7140"
"AU","VIC","Locksley","3665"
"AU","NSW","Byng","2798"
"AU","NSW","Cobaki","2486"
"AU","NSW","Trida","2878"
"AU","VIC","Moyreisk","3467"
"AU","NSW","Woodbine","2560"
"AU","VIC","Buckley","3240"
"AU","VIC","Costerfield","3523"
"AU","SA","Crafers West","5152"
"AU","VIC","Bradvale","3361"
"AU","VIC","Willenabrina","3393"
"AU","NSW","Obley","2868"
"AU","VIC","Willaura","3291"
"AU","NSW","Yalwal","2540"
"AU","WA","Warburton",""
"AU","VIC","Macarthur","3286"
"AU","NSW","Georges Plains","2795"
"AU","NSW","Carlwood","2787"
"AU","TAS","Cressy","7302"
"AU","VIC","Pyramid Hill","3575"
"AU","NSW","Bossley Park","2176"
"AU","WA","Acton Park","6280"
"AU","TAS","Strathblane","7109"
"AU","NSW","Rothbury","2320"
"AU","VIC","Donnybrook Spa","3064"
"AU","SA","Goolwa Beach","5214"
"AU","QLD","Eurong","4581"
"AU","SA","Bowillia","5461"
"AU","NSW","Eden Creek","2474"
"AU","WA","Baynton","6714"
"AU","VIC","Heidelberg","3084"
"AU","VIC","Bullarook","3352"
"AU","QLD","Mount Sylvia","4343"
"AU","QLD","Mount Coolum","4573"
"AU","VIC","Kangaroo Ground","3097"
"AU","VIC","Nillahcootie","3723"
"AU","NSW","Barden Ridge","2234"
"AU","NSW","Hannam Vale","2443"
"AU","TAS","Golden Valley","7304"
"CK","CK","Atiu Island",""
"AU","WA","Mahogany Creek","6072"
"AU","VIC","Percydale","3467"
"AU","NSW","Morpeth","2321"
"AU","WA","Wellard","6170"
"AU","VIC","Ruby","3953"
"AU","VIC","Weerite","3260"
"AU","NSW","Deer Vale","2453"
"AU","WA","Benjaberring","6463"
"AU","VIC","Carpendeit","3260"
"AU","VIC","Hicksborough","3995"
"AU","VIC","Peechelba","3678"
"AU","VIC","Kinglake Central","3757"
"AU","QLD","Karana Downs","4306"
"AU","QLD","Pine Mountain","4306"
"AU","VIC","Esmond","3730"
"AU","NT","Three Ways","0862"
"AU","VIC","Armytage","3241"
"AU","QLD","Mount Perry","4671"
"AU","NSW","Ashby","2463"
"AU","NSW","Cow Flat","2795"
"AU","NSW","Quandary","2666"
"AU","TAS","Cape Barren Island","7257"
"AU","VIC","Flemington","3031"
"AU","SA","Cambrai","5353"
"AU","SA","Wool Bay","5575"
"AU","VIC","Archerton","3723"
"AU","VIC","Bumberrah","3902"
"CA","BC","Sun Peaks",""
"AU","VIC","Knowsley","3551"
"AU","NSW","Toms Creek","2446"
"AU","VIC","Rochester","3561"
"AU","WA","Dalwallinu","6609"
"AU","WA","Clackline","6564"
"AU","NSW","Kings Cross","2011"
"AU","QLD","Currumbin Valley","4223"
"AU","NSW","Tenambit","2323"
"AU","NSW","Bonalbo","2470"
"AU","TAS","Ulverstone East","7315"
"AU","WA","Davyhurst","6431"
"AU","QLD","Sadliers Crossing","4305"
"AU","TAS","Palana","7255"
"AU","VIC","Colac West","3250"
"AU","NSW","Marlee","2429"
"AU","WA","Toompup","6336"
"AU","VIC","Cargarie","3334"
"AU","NSW","Caloola","2795"
"AU","NSW","Mount Rae","2580"
"AU","NSW","Springvale","2550"
"AU","QLD","Burnett Heads","4670"
"AU","VIC","Murrindal","3885"
"AU","NT","Groote Eylandt","0866"
"AU","NSW","Mitchells Island","2430"
"AU","QLD","Cootharaba","4565"
"AU","WA","Atwell","6164"
"AU","NSW","Bawley Point","2539"
"AU","QLD","Toorbul","4510"
"AU","VIC","Lillicur","3460"
"AU","NSW","Gilead","2560"
"AU","QLD","Weyba Downs","4562"
"AU","NSW","Carrathool","2711"
"AU","NSW","Lismore Heights","2480"
"AU","WA","Sunset Beach","6530"
"AU","TAS","Rosevale","7292"
"AU","NSW","Point Plomer","2440"
"AU","NSW","Strawberry Hills","2012"
"AU","VIC","Howqua","3722"
"AU","NSW","Frederickton","2440"
"AU","QLD","Bowen Hills","4006"
"AU","TAS","Nabowla","7254"
"AU","VIC","Connors Plain","3858"
"AU","VIC","Corop","3559"
"AU","ACT","Red Hill","2603"
"AU","WA","Onslow","6710"
"AU","NSW","Conimbia","2829"
"AU","QLD","Toorbul Point","4511"
"AU","QLD","Childers","4660"
"AU","NSW","Firgrove",""
"AU","WA","Wembley","6014"
"AU","QLD","Warwick","4370"
"AU","VIC","Brunswick South","3056"
"AU","VIC","Mccrae","3938"
"AU","VIC","Granite Rock","3875"
"AU","NSW","Moss Vale","2577"
"AU","NSW","Blandford","2338"
"AU","WA","Edjudina","6431"
"AU","QLD","Calen","4798"
"AU","SA","Warrow","5607"
"AU","VIC","Bunding","3342"
"AU","NSW","Spring Creek","2333"
"AU","NSW","Birriwa","2844"
"AU","VIC","Ferntree Gully","3156"
"AU","SA","Arkaroola","5156"
"AU","NSW","Nelson Bay","2315"
"AU","VIC","Barmah","3639"
"AU","QLD","Margate","4019"
"AU","VIC","Nyarrin","3533"
"AU","VIC","Piries","3723"
"AU","NSW","West Pymble","2073"
"AU","VIC","Tostaree","3888"
"AU","QLD","Ayr","4807"
"AU","WA","Kudardup","6290"
"AU","QLD","Bokarina","4575"
"AU","QLD","Sunnybank South","4109"
"AU","NSW","Collaroy Plateau West","2097"
"AU","NSW","Rawsonville","2830"
"AU","NSW","Russell Lea","2046"
"AU","SA","Brooklyn Park","5032"
"AU","SA","Uleybury","5114"
"AU","TAS","Glen Huon","7109"
"AU","VIC","Carron","3480"
"AU","VIC","Horfield","3567"
"AU","VIC","Sarsfield","3875"
"AU","NSW","Sawtell","2452"
"AU","NSW","Tingira Heights","2290"
"AU","VIC","Donnybrook","3064"
"AU","NSW","South Gundurimba","2480"
"AU","WA","Binningup","6223"
"AU","QLD","Mount Mellum","4550"
"AU","VIC","Hotham Heights","3741"
"AU","VIC","Kerrimuir","3129"
"AU","VIC","Yarraby","3595"
"AU","NT","Bees Creek","0822"
"AU","NSW","Coogee","2034"
"AU","WA","Viveash","6056"
"AU","SA","Hayborough","5211"
"AU","ACT","Woden","2606"
"AU","VIC","Fish Creek","3959"
"AU","TAS","Greens Beach","7270"
"AU","VIC","Lake Eppalock","3523"
"AU","NSW","Girilambone","2831"
"AU","WA","Innaloo","6018"
"AU","WA","Wyening","6568"
"AU","VIC","Cardross","3496"
"AU","NSW","Luskintyre","2321"
"AU","SA","Koolunga","5464"
"AU","VIC","Beazleys Bridge","3478"
"AU","VIC","Broughton","3418"
"AU","NSW","Parkesbourne","2581"
"AU","TAS","Kempton","7030"
"AU","VIC","Cape Woolamai","3925"
"AU","VIC","Churchill","3842"
"AU","VIC","Keilor","3036"
"AU","QLD","Emu Vale","4371"
"AU","VIC","Culgoa","3530"
"AU","VIC","Loch","3945"
"AU","VIC","Raywood","3570"
"AU","VIC","Delacombe","3356"
"AU","QLD","Windorah","4481"
"AU","QLD","Eidsvold","4627"
"AU","NSW","Kearsley","2325"
"AU","VIC","Hexham","3273"
"AU","NSW","Tibbuc","2422"
"AU","VIC","Riachella","3385"
"AU","VIC","Robinvale","3549"
"AU","QLD","Wallaville","4671"
"AU","TAS","Lachlan","7140"
"AU","QLD","Inala West","4077"
"AU","NSW","St Ives Chase","2075"
"AU","VIC","Taripta","3620"
"AU","SA","Booleroo Centre","5482"
"AU","QLD","Mount Garnet","4872"
"AU","SA","Clarence Gardens","5039"
"AU","WA","Willetton","6155"
"AU","TAS","Gunns Plains","7315"
"AU","VIC","Wallace","3352"
"AU","VIC","Cal Lal","2648"
"AS","AS","Tafuna",""
"AU","QLD","Teneriffe","4005"
"AU","VIC","W Tree","3885"
"AU","TAS","Castle Forbes Bay","7116"
"AU","VIC","Osborne","3934"
"AU","NSW","Long Point","2564"
"AU","NSW","Telopea","2117"
"AU","VIC","Chillingollah","3585"
"AU","ACT","Franklin","2914"
"AU","NSW","Holgate","2250"
"AU","NSW","Kincumber South","2251"
"AU","TAS","Paper Beach","7275"
"AU","VIC","Jericho","3722"
"AU","TAS","Reekara","7256"
"AU","NSW","Torryburn","2421"
"AU","WA","Copperfield","6436"
"AU","QLD","Doboy","4174"
"AU","SA","Alawoona","5311"
"AU","TAS","Franklin Village","7249"
"AU","NSW","Lankeys Creek","2644"
"AU","QLD","Oxford Park","4053"
"AU","WA","Middle Swan","6056"
"AU","WA","Allanson","6225"
"AU","VIC","Homecroft","3393"
"AU","NSW","Mount Kuring-gai","2080"
"AU","NSW","Rockdale","2216"
"AU","VIC","Lake Hindmarsh","3423"
"AU","VIC","Bellbrae","3228"
"AU","VIC","Roslynmead","3564"
"AU","TAS","Campania","7026"
"AU","TAS","National Park","7140"
"AU","VIC","Collingwood","3066"
"AU","QLD","Kingston","4114"
"AU","TAS","Apsley","7030"
"AU","NSW","Lugarno North","2210"
"AU","NSW","Waterloo","2017"
"AU","QLD","Homestead","4816"
"AU","VIC","Gardenvale","3185"
"AU","VIC","Minto","3551"
"AU","NSW","Caffreys Flat","2424"
"AU","QLD","Moorooka","4105"
"AU","TAS","Montumana","7321"
"AU","TAS","Osmaston","7303"
"AU","NT","Middle Point",""
"AU","VIC","Noojee","3833"
"AU","NSW","Bellata","2397"
"AU","WA","Nabawa","6532"
"AU","SA","Hyde Park","5061"
"AU","SA","Inverbrackie","5244"
"AU","TAS","Uxbridge","7140"
"AU","NSW","Frogmore","2586"
"AU","QLD","Woongarra","4670"
"AU","NSW","Weetaliba","2395"
"AU","WA","Arrino","6519"
"AU","QLD","Point Vernon","4655"
"AU","VIC","Arnold","3551"
"AU","NSW","Dargan","2786"
"AU","NSW","Daceyville","2032"
"AU","VIC","Merri","3068"
"AU","NSW","Taylors Beach","2301"
"AU","QLD","Paradise Point","4216"
"AU","VIC","Pella","3424"
"AU","VIC","Sheans Creek","3666"
"AU","QLD","Nambour West","4560"
"AU","NSW","Milvale","2594"
"AU","VIC","Stanhope","3623"
"AU","NSW","Corrimal","2518"
"AU","VIC","Kensington","3031"
"AU","NSW","Merrywinebone","2387"
"AU","NSW","West Haven","2443"
"AU","SA","Pooraka","5095"
"AU","NSW","Diamond Bay","2030"
"AU","NSW","Strathfield South","2136"
"AU","NSW","Terry Hie Hie","2400"
"AU","QLD","Kenmore","4069"
"AU","ACT","Florey","2615"
"AU","NSW","Glanmire","2795"
"AU","NSW","Tregear","2770"
"AU","QLD","Kulangoor","4560"
"AU","NSW","Jindalee","2590"
"AU","NSW","Paynters Siding","2700"
"AU","NSW","Walang","2795"
"AU","VIC","Manns Beach","3971"
"AU","NSW","Hartley","2790"
"AU","NSW","Windsor","2756"
"AU","QLD","Centenary Heights","4350"
"AU","VIC","Upper Glen Iris","3146"
"AU","NSW","Guerilla Bay","2536"
"AU","VIC","Nyamville","3393"
"AU","VIC","Smoko","3741"
"AU","VIC","Tallarook","3659"
"AU","ACT","Casuarina Sands","2611"
"AU","NSW","Tarro","2322"
"AU","QLD","Carmila","4739"
"AU","QLD","Gemfields","4702"
"AU","VIC","Cobaw","3442"
"AU","WA","Kardinya","6163"
"CK","CK","Mangaia Island",""
"AU","VIC","Caniambo","3630"
"AU","NSW","Macmasters Beach","2251"
"AU","SA","Bute","5560"
"AU","SA","Mount Compass","5210"
"AU","VIC","Braybrook North","3019"
"AU","VIC","Kialla","3631"
"AU","WA","Sandstone","6639"
"AU","NSW","Raleigh","2454"
"AU","SA","Telowie","5540"
"AU","NSW","Wallsend","2287"
"AU","WA","Embleton","6062"
"AU","QLD","Marmor","4702"
"AU","WA","Wagin","6315"
"AU","VIC","Wooragee","3747"
"AU","VIC","Iguana Creek","3875"
"AU","VIC","Ninda","3533"
"AU","NSW","Barrack Point","2528"
"AU","NSW","Jones Island","2430"
"AU","NSW","Suntop","2820"
"AU","TAS","Invermay","7248"
"AU","VIC","Kadnook","3317"
"AU","NSW","Westmead","2145"
"AU","SA","Semaphore South","5019"
"AU","VIC","Nowie North","3585"
"AU","VIC","Sunnycliffs","3496"
"AU","NSW","Faulconbridge","2776"
"AU","VIC","Seville East","3139"
"AU","NSW","Harwood Island","2465"
"AU","NSW","Woodhill","2535"
"AU","VIC","Ballan","3342"
"AU","VIC","Smythesdale","3351"
"AU","SA","Kersbrook","5231"
"AU","WA","Witchcliffe","6286"
"AU","NT","Wadeye","0822"
"AU","WA","Gascoyne Junction","6705"
"AU","TAS","Edgcumbe Beach","7321"
"AU","VIC","Templestowe West","3107"
"AU","ACT","Forde","2914"
"AU","VIC","Drouin West","3818"
"AU","NSW","Illabo","2590"
"AU","QLD","Breakaway","4825"
"AU","VIC","Gladfield","3575"
"AU","NSW","Mozart","2787"
"AU","TAS","Glebe","7000"
"AU","WA","Kendenup","6323"
"AU","NSW","Ellis Lane","2570"
"AU","WA","Gairdner","6337"
"AU","WA","Spalding","6530"
"AU","TAS","Snug","7054"
"AU","NSW","Ben Venue","2350"
"AU","VIC","Barrys Reef","3458"
"AU","NSW","Isabella","2795"
"AU","TAS","Barrington Lower","7306"
"AU","SA","Hampstead Gardens","5086"
"AU","VIC","Batman","3058"
"AU","NSW","Maclean","2463"
"AU","VIC","Dargo","3862"
"AU","VIC","Carranballac","3361"
"AU","NSW","Connells Point","2221"
"AU","NSW","Mount Annan","2567"
"AU","NSW","Watsons Bay","2030"
"AU","NSW","Willow Tree","2339"
"AU","WA","Wooroloo","6558"
"AU","NSW","Kiandra","2630"
"AU","QLD","Bardon","4065"
"AU","VIC","Ascot Vale","3032"
"AU","NSW","Dumaresq Island","2350"
"AU","WA","West Beach","6450"
"AU","VIC","Caveat","3660"
"AU","NSW","Swan Bay","2471"
"AU","VIC","Errinundra","0"
"AU","NSW","Munyang","2630"
"AU","WA","Wilson","6107"
"AU","QLD","Beecher","4680"
"AU","NSW","Dunolly","2330"
"AU","TAS","Lefroy","7252"
"AU","VIC","Tylden","3444"
"AU","VIC","Yundool","3727"
"AU","NSW","Yarramundi","2753"
"AU","VIC","Lake Condah","3303"
"AU","QLD","Cinnabar","4600"
"AU","VIC","Lindsay","3312"
"AU","NSW","Ewingsdale","2481"
"AU","NSW","Belmont South","2280"
"AU","TAS","Newtown","7008"
"AU","NSW","Croydon","2132"
"AU","WA","Glendalough","6016"
"AU","VIC","Eddington","3472"
"AU","VIC","Trafalgar","3824"
"AU","NSW","Bullio","2575"
"AU","NSW","Tugrabakh","2422"
"AU","VIC","Gruyere","3770"
"AU","WA","Manjimup East","6258"
"AU","SA","Myrtle Bank","5064"
"AU","TAS","Moriarty","7307"
"AU","VIC","Wanurp","3573"
"AU","VIC","Dereel","3352"
"AU","WA","Eyre","6443"
"AU","NSW","Pearl Beach","2256"
"AU","VIC","Bo Peep","3351"
"AU","VIC","Armstrong","3377"
"AU","VIC","Woorak","3418"
"AU","NSW","Sandgate","2304"
"AU","VIC","Barjarg","3723"
"AU","VIC","Hamlyn Heights","3215"
"AU","NSW","Griffith North","2680"
"AU","QLD","Dingo Beach","4800"
"AU","TAS","Bracknell","7302"
"AU","VIC","Macorna North","3568"
"AU","TAS","Wayatinah","7140"
"AU","NSW","Clifton","2515"
"AU","QLD","Fig Tree Pocket","4069"
"AU","VIC","Korumburra","3950"
"AU","WA","Brigadoon","6056"
"AU","VIC","Preston Lower","3072"
"AU","SA","Marryatville","5068"
"AU","NSW","Table Top","2640"
"AU","NSW","Moorebank","2170"
"AU","TAS","Thirlstane","7307"
"AU","NSW","Forestville","2087"
"AU","NSW","Kelvin","2380"
"AU","WA","Nornalup","6300"
"AU","QLD","Tanah Merah","4128"
"AU","VIC","Hepburn Springs","3461"
"AU","VIC","Warrnambool East","3280"
"AU","QLD","Broadbeach","4218"
"AU","SA","Waterfall Gully","5066"
"AU","TAS","Eggs And Bacon Bay","7112"
"AU","TAS","Triabunna","7190"
"AU","TAS","Windemere","0"
"AU","VIC","Hawthorn South","3123"
"AU","WA","Kelmscott","6111"
"AU","QLD","Boogan","4871"
"AU","NSW","Lake Macquarie","2281"
"AU","NSW","Burrumbuttock","2642"
"AU","SA","Meadows","5201"
"AU","WA","Challenger","6168"
"AU","WA","Moulyinning","6351"
"AU","SA","Modbury North","5092"
"AU","QLD","Cardstone","4854"
"AU","VIC","Leeor","3420"
"AU","VIC","Mont Albert","3127"
"AU","NSW","Rooty Hill","2766"
"AU","NSW","Yorklea","2470"
"AU","WA","Spencer Park","6330"
"AU","QLD","Tara","4421"
"AU","NT","Kintore","0872"
"AU","VIC","Fawkner East","3060"
"AU","NSW","Greenethorpe","2809"
"AU","NSW","Hobbys Yards","2795"
"AU","WA","Wyadup","6282"
"AU","VIC","Cudgee","3265"
"AU","VIC","Diamond Creek","3089"
"AU","VIC","Tawonga South","3698"
"AU","VIC","Woods Point","3723"
"AU","NSW","Murrurundi","2338"
"AU","NSW","Spencer","2775"
"AU","WA","Ferguson","6236"
"AU","SA","Yatala Vale","5126"
"AU","QLD","Mena Creek","4871"
"AU","QLD","Wavell Heights","4012"
"AU","VIC","Tootgarook","3941"
"AU","QLD","Mitchelton","4053"
"AU","NT","Papunya","0872"
"AU","QLD","Carters Ridge","4563"
"AU","QLD","Cronin Island","4217"
"AU","WA","Wannamal","6505"
"AU","SA","Biggs Flat","5153"
"AU","VIC","Branxholme","3302"
"AU","VIC","Broadwater","3301"
"AU","VIC","Glenbervie","3040"
"AU","NSW","Riverwood","2210"
"AU","NSW","Boree Creek","2652"
"AU","WA","Rocky Gully","6397"
"AU","QLD","Jones Gully","4355"
"AU","NSW","Clareville","2107"
"AU","SA","Ferryden Park","5010"
"AU","VIC","Cannum","3393"
"AU","VIC","Marungi","3634"
"AU","NSW","Pokolbin","2320"
"AU","NT","Hermannsburg","0886"
"AU","NSW","Garah","2405"
"AU","NSW","Yarragundry","2650"
"AU","QLD","Karragarra Island","4184"
"AU","WA","Warradarge","6518"
"AU","NSW","Byabarra","2446"
"AU","WA","Ardath","6419"
"AU","WA","Gracetown","6284"
"AU","WA","Jibberding","6612"
"AU","WA","Mount Stirling","6410"
"AU","NSW","Avoca Beach","2251"
"AU","NSW","Bukkulla","2360"
"AU","QLD","Chelmer","4068"
"AU","TAS","Coles Bay","7215"
"AU","WA","Calista","6167"
"AU","VIC","Flynn","3844"
"AU","NSW","Oak Flats","2529"
"AU","WA","Mobrup","6395"
"AU","VIC","Ardno","3312"
"AU","WA","Gap Ridge","6714"
"AU","SA","O'Halloran Hill","5158"
"AU","NSW","Narrabeen","2101"
"AU","NSW","Junction Hill","2460"
"AU","QLD","Norwell","4208"
"AU","TAS","Nile","7212"
"AU","WA","Aldersyde","6306"
"AU","NSW","Brombin","2446"
"AU","QLD","Stamford","4821"
"AU","SA","Seaford Rise","5169"
"AU","NSW","St Peters","2044"
"AU","NT","Wagaman","0810"
"AU","QLD","Woody Point","4019"
"AU","SA","Frewville","5063"
"AU","VIC","Preston","3072"
"AU","SA","Clarence Park","5034"
"AU","TAS","Holwell","7275"
"AU","QLD","Clayfield","4011"
"AU","NSW","Bilpin","2758"
"AU","VIC","Giffard","3850"
"AU","WA","Midland","6056"
"AU","QLD","Rocklea","4106"
"AU","TAS","Boyer","7140"
"AU","NSW","Bell","2786"
"AU","NSW","Tumbarumba","2653"
"AU","VIC","Yarram","3971"
"AU","NSW","Scone","2337"
"AU","QLD","Surat","4417"
"AU","NSW","Wauchope","2446"
"AU","QLD","Emu Creek","4355"
"AU","QLD","Maclagan","4352"
"AU","SA","Athelstone","5076"
"AU","NSW","Empire Bay","2257"
"AU","TAS","Railton","7305"
"AU","ACT","Weston","2611"
"AU","VIC","Paisley","3025"
"AU","NSW","Burraga","2795"
"AU","SA","Yunta","5440"
"AU","VIC","Broomfield","3364"
"AU","NSW","South Durras","2536"
"AU","NSW","Megalong Valley","2785"
"AU","VIC","Balaclava","3183"
"AU","QLD","Malanda","4885"
"AU","QLD","Maroon","4310"
"AU","VIC","Fulham","3851"
"AU","NSW","Knockrow","2479"
"AU","NSW","Tuntable Falls","2480"
"AU","TAS","Goshen","7216"
"AU","TAS","Weetah","7304"
"AU","VIC","Tennyson","3572"
"AU","NSW","Rosewood","2446"
"AU","NSW","Bellangry","2446"
"AU","NSW","Montefiores","2820"
"AU","QLD","Alpha","4724"
"AU","NSW","Sapphire Beach","2450"
"AU","NSW","Bandon Grove","2420"
"AU","VIC","Elmhurst","3469"
"AU","NSW","Corrowong","2633"
"AU","SA","South Kilkerran","5573"
"AU","ACT","Lyons","2606"
"AU","NSW","Bundook","2422"
"AU","VIC","Bullumwaal","3875"
"AU","WA","Karnup","6176"
"AU","NSW","Davistown","2251"
"AU","WA","Circle Valley","6445"
"AU","VIC","Port Albert","3971"
"AU","TAS","Smithton","7330"
"AU","SA","Ashton","5137"
"AU","VIC","Cathkin","3714"
"AU","VIC","Highpoint West","3032"
"AU","NSW","Wickham","2293"
"AU","SA","Whyte Yarcowie","5420"
"AU","VIC","Willah","3496"
"AU","NSW","Bombay","2622"
"AU","NSW","Tullibigeal","2669"
"AU","VIC","Leneva","3691"
"AU","VIC","Timmering","3561"
"AU","NSW","Walcha","2354"
"AU","VIC","Borung","3535"
"AU","VIC","Syndal East","3150"
"AU","NSW","Budgee Budgee","2850"
"AU","TAS","Garden Island Creek","7112"
"AU","NSW","Trangie","2823"
"AU","NSW","Gungal","2333"
"AU","VIC","Hampton Park","3976"
"AU","NSW","Howell","2360"
"AU","NSW","Pambula Beach","2549"
"AU","WA","Roebourne","6718"
"AU","NT","Larrakeyah","0820"
"AU","NSW","Beaconsfield","2015"
"AU","SA","Glengowrie","5044"
"AU","WA","Isseka","6535"
"AU","QLD","Badu Island","4875"
"AU","SA","Teringie","5072"
"AU","NSW","Oakwood","2360"
"AU","NSW","Pelaw Main","2327"
"AU","QLD","Eudlo","4554"
"AU","QLD","Forest Hill","4342"
"AU","QLD","Merrimac","4226"
"AU","VIC","Kamarooka","3570"
